id,Dien_tich,So_phong,So_tang,Mat_tien_m,Huong_nha,Vi_tri,Noi_dung_mo_ta,Gia_ty_vnd
2617,282.6,3,1,4.6,Tây,Quan_3,"Nhà hẻm xe máy thông, nội thất đầy đủ, gần bệnh viện, sổ đỏ chính chủ.",74.36
2618,99.9,3,3,5.1,Tây Bắc,Quan_11,"pháp lý rõ ràng, giá thương lượng, hầm xe ô tô, thu nhập cho thuê ổn định.",23.53
2619,140.9,5,1,6.8,Nam,Quan_11,"gần trục đường lớn, khu compound, nhà mới hoàn thiện, phù hợp ở thực và đầu tư.",17.58
2620,47.1,7,2,3.7,Tây Nam,Quan_4,"ở ngay, nội thất châu Âu, nhà mới hoàn thiện, sổ hồng riêng.",8.61
2621,256.3,7,3,7.8,Đông Nam,Quan_12,"chủ cần tiền bán gấp, hướng Đông Nam đón gió, view sông thoáng, pháp lý đầy đủ.",38.31
2622,156.5,6,3,7.5,Đông,Quan_Thu_Duc,"Nhà hẻm ô tô, hầm xe ô tô, phù hợp ở gia đình, sổ hồng riêng, hẻm thông 2 đầu.",20.04
2623,276.1,3,5,4.2,Tây Nam,Quan_5,"Nhà phố thương mại, thang máy riêng, hồ bơi riêng, sổ đỏ chính chủ.",81.74
2624,197.2,2,3,12.0,Tây Nam,Quan_Thu_Duc,"Nhà hẻm ô tô, diện tích rộng, an ninh 24/7, nhà mới hoàn thiện, giá tốt đầu tư.",22.04
2625,185.0,3,4,3.8,Đông,Quan_8,"Nhà hẻm xe máy thông, sổ đỏ chính chủ, sổ hồng chính chủ, sổ hồng chính chủ.",23.59
2626,92.6,3,3,5.0,Đông Nam,Quan_12,"sân thượng rộng, nội thất châu Âu, khu dân cư đông đúc, sổ hồng riêng.",9.98
2627,195.5,2,4,4.1,Đông Bắc,Quan_8,"nở hậu, nội thất cơ bản, sổ hồng chính chủ, pháp lý đầy đủ.",22.52
2628,290.5,5,3,5.6,Đông Bắc,Quan_Binh_Tan,"Nhà hẻm xe máy thông, chủ cần tiền bán gấp, gần trục đường lớn, sổ đỏ.",26.55
2629,295.0,8,5,3.1,Đông,Quan_Thu_Duc,"Nhà hẻm xe máy thông mới xây, nhà 1 trệt 1 lầu, thang máy riêng, khu dân cư an ninh.",26.02
2630,118.9,5,1,6.8,Đông Nam,Quan_7,"thiết kế thoáng mát, hướng Đông Nam đón gió, penthouse, sổ hồng chính chủ.",26.86
2631,173.5,3,4,7.0,Nam,Quan_4,"Bán gấp nhà hẻm ô tô, view sông thoáng, nở hậu, sổ hồng riêng.",35.89
2632,110.7,2,1,12.0,Nam,Quan_6,"Nhà hẻm ba gác, nội thất cao cấp, phù hợp ở gia đình, pháp lý đầy đủ, sân thượng rộng.",15.86
2633,124.7,4,2,7.2,Đông Nam,Quan_2,"hẻm xe máy thông đẹp, thiết kế thoáng mát, sân thượng rộng, sổ đỏ chính chủ.",43.98
2634,104.0,6,5,4.9,Tây Nam,Quan_Binh_Thanh,"Bán nhà hẻm xe máy thông, ở ngay, hầm xe ô tô, đầu tư sinh lời cao, liên hệ ngay.",21.24
2635,222.9,2,5,4.9,Đông Nam,Huyen_Nha_Be,"nhà 1 trệt 1 lầu, hướng Đông Nam đón gió, khu compound, sổ đỏ chính chủ.",15.5
2636,178.2,8,1,3.9,Đông,Huyen_Nha_Be,"an ninh 24/7, nội thất cơ bản, hẻm thông 2 đầu, sổ hồng riêng.",11.01
2637,65.2,6,2,4.6,Tây Nam,Quan_Phu_Nhuan,"phố thương mại đẹp, sổ đỏ chính chủ, gần trục đường lớn, ở ngay.",18.67
2638,190.4,3,4,3.2,Nam,Quan_4,"hẻm ô tô đẹp, gần bệnh viện, pháp lý rõ ràng, an ninh 24/7.",36.78
2639,211.7,8,3,3.4,Tây Nam,Quan_2,"Nhà mặt tiền, diện tích rộng, view sông thoáng, thiết kế thoáng mát, giá tốt đầu tư.",96.51
2640,50.7,2,1,3.5,Bắc,Quan_3,"Bán nhà hẻm ô tô, view sông thoáng, pháp lý rõ ràng, thu nhập cho thuê ổn định, liên hệ ngay.",15.9
2641,196.9,3,3,9.0,Tây Nam,Huyen_Binh_Chanh,"Nhà hẻm ba gác mới xây, khu dân cư đông đúc, view sông thoáng, khu dân cư an ninh.",12.9
2642,192.3,4,3,6.9,Tây Nam,Quan_4,"gần trường học và chợ, thang máy riêng, gần bệnh viện, phù hợp ở thực và đầu tư.",32.65
2643,223.6,6,2,3.9,Bắc,Quan_Binh_Tan,"penthouse, nội thất cao cấp, gần bệnh viện, sổ đỏ chính chủ.",16.61
2644,57.0,3,1,3.1,Nam,Quan_Go_Vap,"Nhà mặt tiền mới xây, penthouse, an ninh 24/7, khu dân cư an ninh.",9.73
2645,280.4,3,2,5.4,Đông Nam,Quan_10,"nhà mới hoàn thiện, thang máy riêng, nở hậu, vị trí đắc địa.",45.55
2646,166.3,8,1,9.7,Đông,Quan_6,"Nhà hẻm ba gác mới xây, ở ngay, thang máy riêng, khu dân cư an ninh.",19.01
2647,236.5,2,2,4.0,Đông Bắc,Quan_3,"Nhà hẻm ô tô, hồ bơi riêng, phù hợp ở gia đình, sổ hồng riêng, hầm xe ô tô.",88.85
2648,129.4,7,3,5.3,Tây Nam,Quan_Binh_Thanh,"biệt thự đẹp, giá thương lượng, pháp lý rõ ràng, hầm xe ô tô.",37.82
2649,299.0,3,4,4.3,Nam,Quan_11,"khu compound, gần trục đường lớn, khu dân cư đông đúc, đầu tư sinh lời cao.",61.83
2650,246.7,4,3,8.6,Tây Nam,Quan_Thu_Duc,"Bán gấp nhà hẻm ba gác, khu compound, hầm xe ô tô, sổ đỏ chính chủ.",33.74
2651,214.8,4,1,5.4,Tây,Quan_5,"thiết kế thoáng mát, khu dân cư đông đúc, ở ngay, phù hợp ở thực và đầu tư.",53.11
2652,30.0,6,5,8.7,Nam,Quan_5,"hẻm xe máy thông đẹp, sổ đỏ chính chủ, gần bệnh viện, chủ cần tiền bán gấp.",10.58
2653,132.5,4,4,9.1,Tây,Quan_2,"Nhà hẻm ô tô mới xây, nở hậu, sổ hồng chính chủ, khu dân cư an ninh.",38.4
2654,288.6,4,5,2.9,Đông,Quan_8,"phố thương mại đẹp, thiết kế thoáng mát, liên hệ xem nhà, khu dân cư đông đúc.",34.95
2655,121.1,3,3,3.6,Đông Nam,Quan_12,"nhà 1 trệt 1 lầu, hướng Đông Nam đón gió, nội thất cao cấp, pháp lý đầy đủ.",12.71
2656,97.8,5,3,11.6,Tây,Quan_Tan_Binh,"Nhà trong ngõ yên tĩnh, nhà 1 trệt 1 lầu, gần trường học và chợ, sổ đỏ.",17.55
2657,188.2,5,3,3.7,Đông Bắc,Quan_6,"sổ đỏ chính chủ, sổ hồng chính chủ, nội thất đầy đủ, tiềm năng tăng giá.",24.86
2658,122.0,4,1,12.0,Đông Nam,Quan_1,"Nhà villa mini, sân thượng rộng, phù hợp ở gia đình, sổ hồng riêng, gần trục đường lớn.",67.09
2659,215.5,3,2,2.9,Tây Nam,Huyen_Hoc_Mon,"nội thất cao cấp, sổ hồng chính chủ, thiết kế thoáng mát, đầu tư sinh lời cao.",9.77
2660,170.6,6,4,8.2,Bắc,Quan_Phu_Nhuan,"Nhà biệt thự, nhà 1 trệt 1 lầu, gần trục đường lớn, sổ đỏ chính chủ.",73.64
2661,102.7,7,5,5.2,Đông,Quan_11,"mặt tiền đẹp, pháp lý rõ ràng, nội thất đầy đủ, nhà mới hoàn thiện.",32.21
2662,71.1,7,1,4.5,Tây Nam,Quan_12,"Nhà hẻm ô tô, gần trục đường lớn, phù hợp ở gia đình, sổ hồng chính chủ, nhà 1 trệt 1 lầu.",8.82
2663,235.7,2,3,7.9,Tây Bắc,Quan_12,"thang máy riêng, sổ hồng chính chủ, nhà 1 trệt 1 lầu, thu nhập cho thuê ổn định.",24.56
2664,89.4,3,2,6.3,Tây Bắc,Quan_Thu_Duc,"Nhà phố thương mại, gần bệnh viện, liên hệ xem nhà, sổ hồng.",14.5
2665,246.4,1,1,5.4,Đông Bắc,Huyen_Binh_Chanh,"hẻm xe máy thông đẹp, chủ cần tiền bán gấp, ở ngay, nở hậu.",9.7
2666,280.3,5,3,5.4,Đông Bắc,Huyen_Binh_Chanh,"nhà 1 trệt 1 lầu, gần trục đường lớn, thang máy riêng, thu nhập cho thuê ổn định.",21.03
2667,56.3,3,2,6.8,Đông Nam,Quan_11,"Bán gấp nhà hẻm ba gác, gần trường học và chợ, view sông thoáng, sổ hồng chính chủ.",9.7
2668,191.4,5,1,4.6,Nam,Quan_Phu_Nhuan,"Nhà mặt tiền, gần bệnh viện, phù hợp ở gia đình, sổ đỏ chính chủ, chủ cần tiền bán gấp.",55.98
2669,31.0,1,1,3.0,Tây Bắc,Quan_3,"Nhà mặt tiền, nội thất cao cấp, phù hợp ở gia đình, pháp lý đầy đủ, gần trục đường lớn.",17.66
2670,318.1,3,2,4.5,Đông Bắc,Quan_3,"Nhà hẻm ba gác, diện tích rộng, gần trường học và chợ, sổ đỏ chính chủ, giá tốt đầu tư.",84.83
2671,116.8,5,1,4.8,Đông Bắc,Quan_3,"Nhà hẻm xe máy thông, gần bệnh viện, chủ cần tiền bán gấp, sổ hồng.",27.48
2672,159.4,5,2,9.4,Đông Bắc,Huyen_Nha_Be,"Nhà hẻm xe máy thông, gần trục đường lớn, nở hậu, sổ đỏ chính chủ.",12.24
2673,183.5,5,2,7.1,Đông Bắc,Quan_4,"sổ hồng chính chủ, nội thất châu Âu, sổ đỏ chính chủ, sổ đỏ chính chủ.",56.04
2674,125.1,8,5,6.6,Bắc,Quan_Go_Vap,"nội thất cao cấp, hướng Bắc đón gió, sân thượng rộng, sổ hồng riêng.",22.26
2675,301.7,4,5,3.4,Đông Bắc,Quan_2,"Nhà villa mini, nội thất cao cấp, hồ bơi riêng, sổ đỏ.",100.4
2676,291.0,3,3,11.4,Tây,Huyen_Hoc_Mon,"nội thất cao cấp, hướng Tây đón gió, hẻm thông 2 đầu, sổ hồng chính chủ.",19.58
2677,122.0,3,4,10.9,Đông,Quan_3,"nhà 1 trệt 1 lầu, nhà mới hoàn thiện, chủ cần tiền bán gấp, vị trí đắc địa.",39.33
2678,264.6,2,1,3.4,Tây,Huyen_Binh_Chanh,"Nhà phố thương mại, nhà 1 trệt 1 lầu, phù hợp ở gia đình, sổ đỏ chính chủ, view sông thoáng.",15.1
2679,120.3,5,3,3.6,Tây Bắc,Quan_Binh_Tan,"hẻm xe máy thông đẹp, chủ cần tiền bán gấp, nội thất đầy đủ, nhà mới hoàn thiện.",12.39
2680,38.2,6,2,8.6,Tây Nam,Quan_Binh_Tan,"liên hệ xem nhà, nhà 1 trệt 1 lầu, hẻm thông 2 đầu, vị trí đắc địa.",6.74
2681,49.3,6,2,4.2,Tây,Quan_Thu_Duc,"sổ đỏ chính chủ, khu compound, penthouse, tiềm năng tăng giá.",5.23
2682,81.9,3,4,5.2,Đông Nam,Quan_2,"Nhà hẻm ô tô, diện tích rộng, gần trục đường lớn, khu compound, giá tốt đầu tư.",24.46
2683,202.4,3,1,4.7,Tây Nam,Quan_12,"phố thương mại đẹp, nhà mới hoàn thiện, sổ đỏ chính chủ, hẻm thông 2 đầu.",21.1
2684,274.8,5,2,3.6,Bắc,Huyen_Nha_Be,"Bán gấp nhà trong ngõ yên tĩnh, penthouse, nhà 1 trệt 1 lầu, sổ đỏ chính chủ.",14.84
2685,155.8,8,2,8.4,Đông Bắc,Quan_2,"Bán nhà hẻm ô tô, khu compound, gần bệnh viện, vị trí đắc địa, liên hệ ngay.",46.01
2686,31.5,4,2,7.2,Tây Nam,Quan_2,"Nhà hẻm ô tô, nở hậu, phù hợp ở gia đình, pháp lý đầy đủ, hẻm thông 2 đầu.",10.67
2687,191.8,8,3,3.6,Đông Nam,Quan_2,"Nhà hẻm ba gác, hồ bơi riêng, phù hợp ở gia đình, sổ hồng chính chủ, an ninh 24/7.",55.03
2688,158.0,4,3,5.7,Đông,Huyen_Hoc_Mon,"gần bệnh viện, nội thất cao cấp, gần trục đường lớn, sổ đỏ chính chủ.",9.9
2689,222.2,6,2,4.6,Đông Bắc,Quan_8,"Nhà villa mini, diện tích rộng, khu compound, gần bệnh viện, giá tốt đầu tư.",38.55
2690,270.9,3,5,6.3,Đông Bắc,Quan_4,"Nhà hẻm ba gác, thang máy riêng, phù hợp ở gia đình, sổ hồng chính chủ, sổ đỏ chính chủ.",46.44
2691,155.0,5,2,4.7,Bắc,Quan_3,"Bán gấp nhà phố thương mại, thang máy riêng, nhà 1 trệt 1 lầu, sổ hồng riêng.",58.28
2692,320.0,3,2,3.5,Tây Bắc,Quan_7,"Bán nhà mặt tiền, hồ bơi riêng, pháp lý rõ ràng, phù hợp ở thực và đầu tư, liên hệ ngay.",94.73
2693,228.2,4,1,2.7,Đông Bắc,Quan_12,"Nhà hẻm ba gác, khu dân cư đông đúc, phù hợp ở gia đình, sổ hồng chính chủ, thang máy riêng.",22.45
2694,138.9,5,3,7.4,Đông Nam,Huyen_Hoc_Mon,"Nhà villa mini, nội thất đầy đủ, phù hợp ở gia đình, sổ hồng chính chủ, view sông thoáng.",13.0
2695,303.6,6,1,5.2,Nam,Quan_6,"Nhà villa mini mới xây, nhà mới hoàn thiện, sổ đỏ chính chủ, khu dân cư an ninh.",37.67
2696,291.7,3,2,12.0,Tây,Quan_6,"Nhà villa mini, diện tích rộng, liên hệ xem nhà, nở hậu, giá tốt đầu tư.",57.03
2697,110.1,5,2,3.8,Đông,Quan_7,"sổ đỏ chính chủ, nhà mới hoàn thiện, gần trường học và chợ, thu nhập cho thuê ổn định.",34.55
2698,183.6,2,5,5.0,Đông,Quan_Binh_Thanh,"gần bệnh viện, hướng Đông đón gió, gần trục đường lớn, sổ hồng riêng.",28.78
2699,203.3,3,5,12.0,Nam,Quan_6,"Nhà hẻm ba gác mới xây, khu dân cư đông đúc, nội thất đầy đủ, khu dân cư an ninh.",29.38
2700,102.4,3,3,5.2,Tây Bắc,Quan_1,"Bán gấp nhà hẻm xe máy thông, penthouse, sổ hồng chính chủ, sổ hồng chính chủ.",31.71
2701,78.8,3,2,12.0,Tây Nam,Quan_5,"Bán gấp nhà mặt tiền, sân thượng rộng, nở hậu, sổ đỏ chính chủ.",36.79
2702,264.2,4,2,10.0,Nam,Quan_2,"Nhà trong ngõ yên tĩnh, gần bệnh viện, phù hợp ở gia đình, pháp lý đầy đủ, pháp lý rõ ràng.",65.62
2703,70.8,3,1,4.1,Đông,Quan_2,"khu dân cư đông đúc, hướng Đông đón gió, sổ đỏ chính chủ, pháp lý đầy đủ.",19.96
2704,218.8,4,5,6.0,Tây,Quan_1,"gần trục đường lớn, hướng Tây đón gió, an ninh 24/7, pháp lý đầy đủ.",79.13
2705,42.7,7,4,6.9,Tây Bắc,Huyen_Hoc_Mon,"Nhà mặt tiền, ở ngay, phù hợp ở gia đình, sổ hồng chính chủ, nhà 1 trệt 1 lầu.",10.09
2706,216.7,4,5,6.4,Tây Nam,Quan_Binh_Thanh,"sổ đỏ chính chủ, hướng Tây Nam đón gió, an ninh 24/7, sổ đỏ chính chủ.",48.11
2707,133.7,8,1,7.8,Nam,Quan_8,"Bán nhà hẻm ô tô, gần trục đường lớn, sổ hồng chính chủ, đầu tư sinh lời cao, liên hệ ngay.",18.98
2708,83.8,6,1,6.4,Đông Bắc,Quan_2,"Nhà phố thương mại mới xây, gần bệnh viện, pháp lý rõ ràng, khu dân cư an ninh.",30.92
2709,314.3,5,4,4.9,Nam,Quan_3,"hẻm ô tô đẹp, nhà 1 trệt 1 lầu, hồ bơi riêng, giá thương lượng.",112.5
2710,82.3,5,2,3.4,Tây,Quan_3,"hẻm ba gác đẹp, nhà mới hoàn thiện, nội thất đầy đủ, ở ngay.",28.24
2711,141.0,3,2,3.6,Tây Bắc,Quan_Go_Vap,"sân thượng rộng, ở ngay, giá thương lượng, thu nhập cho thuê ổn định.",13.82
2712,299.4,3,2,8.7,Bắc,Quan_12,"liên hệ xem nhà, hướng Bắc đón gió, hầm xe ô tô, pháp lý đầy đủ.",35.75
2713,65.2,4,3,4.4,Đông Nam,Huyen_Hoc_Mon,"giá thương lượng, hầm xe ô tô, nở hậu, đầu tư sinh lời cao.",7.28
2714,305.5,8,1,4.5,Bắc,Quan_4,"trong ngõ yên tĩnh đẹp, hầm xe ô tô, thiết kế thoáng mát, an ninh 24/7.",39.95
2715,319.3,6,3,3.9,Tây Bắc,Quan_6,"Nhà biệt thự mới xây, hẻm thông 2 đầu, hầm xe ô tô, khu dân cư an ninh.",95.08
2716,36.6,3,5,10.7,Bắc,Quan_Binh_Thanh,"Bán gấp nhà hẻm ba gác, hẻm thông 2 đầu, thiết kế thoáng mát, sổ hồng chính chủ.",13.33
2717,246.3,4,5,7.6,Nam,Huyen_Nha_Be,"Bán gấp nhà hẻm ô tô, hầm xe ô tô, gần bệnh viện, sổ hồng chính chủ.",15.56
2718,226.6,3,2,4.0,Bắc,Quan_8,"Bán gấp nhà hẻm ô tô, giá thương lượng, nội thất cao cấp, pháp lý đầy đủ.",29.64
2719,176.6,6,3,8.9,Đông,Quan_4,"Nhà mặt tiền, an ninh 24/7, phù hợp ở gia đình, sổ đỏ chính chủ, gần trục đường lớn.",61.32
2720,254.8,3,2,5.4,Đông,Quan_Binh_Tan,"Nhà trong ngõ yên tĩnh, nội thất cao cấp, phù hợp ở gia đình, pháp lý đầy đủ, nhà mới hoàn thiện.",18.15
2721,113.2,8,4,6.2,Đông,Huyen_Binh_Chanh,"Bán gấp nhà phố thương mại, chủ cần tiền bán gấp, hẻm thông 2 đầu, pháp lý đầy đủ.",10.7
2722,218.6,7,3,8.7,Đông Nam,Quan_Thu_Duc,"sân thượng rộng, hướng Đông Nam đón gió, nở hậu, sổ hồng chính chủ.",29.38
2723,252.0,4,1,5.6,Đông,Quan_11,"mặt tiền đẹp, thang máy riêng, nhà mới hoàn thiện, sân thượng rộng.",66.51
2724,301.4,2,3,5.6,Tây,Huyen_Nha_Be,"thang máy riêng, hướng Tây đón gió, sổ đỏ chính chủ, pháp lý đầy đủ.",20.92
2725,114.1,5,5,5.8,Tây Nam,Quan_10,"Nhà hẻm xe máy thông mới xây, khu dân cư đông đúc, view sông thoáng, khu dân cư an ninh.",24.41
2726,78.4,1,1,3.4,Tây Nam,Quan_1,"Nhà hẻm ô tô mới xây, hầm xe ô tô, nở hậu, khu dân cư an ninh.",27.15
2727,47.1,7,1,6.3,Tây Nam,Quan_6,"Nhà trong ngõ yên tĩnh, diện tích rộng, thiết kế thoáng mát, ở ngay, giá tốt đầu tư.",6.95
2728,293.5,7,3,4.3,Đông,Quan_Thu_Duc,"Bán nhà hẻm xe máy thông, liên hệ xem nhà, khu dân cư đông đúc, tiềm năng tăng giá, liên hệ ngay.",29.85
2729,302.2,5,5,3.0,Tây,Quan_Go_Vap,"Nhà trong ngõ yên tĩnh, khu dân cư đông đúc, phù hợp ở gia đình, sổ đỏ chính chủ, sân thượng rộng.",33.7
2730,120.2,3,3,5.3,Đông Nam,Quan_Go_Vap,"Bán gấp nhà villa mini, thang máy riêng, khu dân cư đông đúc, sổ đỏ chính chủ.",22.0
2731,79.3,2,2,5.4,Đông,Huyen_Hoc_Mon,"Nhà hẻm ba gác mới xây, nội thất cao cấp, gần bệnh viện, khu dân cư an ninh.",5.66
2732,305.9,8,2,8.5,Đông Nam,Quan_8,"Bán nhà mặt tiền, pháp lý rõ ràng, hẻm thông 2 đầu, vị trí đắc địa, liên hệ ngay.",66.3
2733,281.4,5,3,4.4,Tây Nam,Quan_Binh_Tan,"hẻm thông 2 đầu, nội thất đầy đủ, pháp lý rõ ràng, sổ đỏ chính chủ.",22.88
2734,112.0,2,1,6.3,Tây Bắc,Quan_8,"sân thượng rộng, nội thất châu Âu, hẻm thông 2 đầu, sổ hồng chính chủ.",22.3
2735,265.2,4,2,5.3,Đông Nam,Quan_5,"Bán gấp nhà hẻm ô tô, penthouse, view sông thoáng, pháp lý đầy đủ.",71.27
2736,28.6,6,3,8.3,Đông Nam,Huyen_Nha_Be,"Nhà hẻm xe máy thông, diện tích rộng, nở hậu, pháp lý rõ ràng, giá tốt đầu tư.",5.52
2737,170.2,2,2,6.1,Đông Nam,Quan_8,"Bán gấp nhà phố thương mại, hồ bơi riêng, an ninh 24/7, sổ đỏ chính chủ.",27.8
2738,218.6,6,2,6.6,Tây,Quan_Binh_Tan,"hồ bơi riêng, hướng Tây đón gió, view sông thoáng, sổ đỏ chính chủ.",26.91
2739,226.1,5,4,5.1,Tây,Huyen_Nha_Be,"Nhà mặt tiền, diện tích rộng, view sông thoáng, nội thất đầy đủ, giá tốt đầu tư.",24.01
2740,88.5,3,2,7.5,Tây Bắc,Quan_Phu_Nhuan,"Nhà hẻm ô tô, sổ hồng chính chủ, ở ngay, sổ đỏ chính chủ.",19.63
2741,310.7,4,3,6.2,Tây,Quan_3,"hẻm ô tô đẹp, gần trục đường lớn, nội thất cao cấp, ở ngay.",111.15
2742,146.9,4,3,6.1,Đông Nam,Quan_Thu_Duc,"Bán gấp nhà hẻm ba gác, nhà mới hoàn thiện, giá thương lượng, sổ hồng riêng.",16.32
2743,237.1,6,3,4.3,Bắc,Quan_3,"Bán gấp nhà trong ngõ yên tĩnh, thiết kế thoáng mát, khu dân cư đông đúc, pháp lý đầy đủ.",58.99
2744,295.3,2,1,2.7,Tây Bắc,Quan_5,"Bán gấp nhà hẻm xe máy thông, chủ cần tiền bán gấp, nhà mới hoàn thiện, sổ đỏ chính chủ.",50.96
2745,83.6,4,4,4.3,Tây,Quan_11,"Nhà mặt tiền, thiết kế thoáng mát, sổ đỏ chính chủ, sổ đỏ.",28.47
2746,182.1,5,1,5.7,Đông Bắc,Quan_2,"mặt tiền đẹp, khu dân cư đông đúc, sổ đỏ chính chủ, sổ hồng chính chủ.",77.12
2747,160.6,5,1,6.1,Đông Bắc,Quan_6,"Nhà hẻm xe máy thông mới xây, hồ bơi riêng, nhà mới hoàn thiện, khu dân cư an ninh.",23.01
2748,316.1,7,5,9.3,Tây,Quan_Binh_Tan,"Bán gấp nhà hẻm xe máy thông, sổ đỏ chính chủ, nội thất đầy đủ, pháp lý đầy đủ.",24.64
2749,84.5,2,2,4.8,Tây Nam,Quan_12,"Nhà hẻm ô tô, liên hệ xem nhà, thiết kế thoáng mát, sổ đỏ.",8.87
2750,255.6,4,3,4.2,Đông Bắc,Quan_Go_Vap,"Nhà hẻm ba gác mới xây, an ninh 24/7, hầm xe ô tô, khu dân cư an ninh.",26.67
2751,168.1,5,1,10.5,Nam,Quan_Binh_Thanh,"Nhà hẻm ô tô, diện tích rộng, gần trường học và chợ, gần bệnh viện, giá tốt đầu tư.",30.4
2752,47.4,4,3,5.0,Tây,Quan_10,"Nhà hẻm xe máy thông, gần trường học và chợ, sân thượng rộng, sổ đỏ chính chủ.",12.39
2753,176.4,4,4,3.3,Tây Bắc,Quan_4,"pháp lý rõ ràng, giá thương lượng, nhà 1 trệt 1 lầu, đầu tư sinh lời cao.",29.24
2754,70.1,6,5,8.2,Tây,Quan_1,"thang máy riêng, thiết kế thoáng mát, ở ngay, thu nhập cho thuê ổn định.",34.57
2755,110.7,2,2,7.6,Tây Nam,Quan_Phu_Nhuan,"ở ngay, nội thất hiện đại, khu compound, pháp lý đầy đủ.",26.53
2756,150.5,3,2,7.9,Nam,Quan_Binh_Tan,"Nhà hẻm ô tô mới xây, gần bệnh viện, hầm xe ô tô, khu dân cư an ninh.",18.72
2757,51.4,4,4,3.9,Đông Bắc,Huyen_Hoc_Mon,"Nhà trong ngõ yên tĩnh, hầm xe ô tô, phù hợp ở gia đình, pháp lý đầy đủ, gần bệnh viện.",5.13
2758,116.0,4,3,5.6,Nam,Quan_2,"Nhà hẻm ba gác, penthouse, phù hợp ở gia đình, sổ đỏ chính chủ, nội thất đầy đủ.",29.25
2759,80.5,4,3,6.1,Bắc,Huyen_Binh_Chanh,"ở ngay, sổ đỏ chính chủ, khu compound, tiềm năng tăng giá.",7.34
2760,172.3,4,3,4.3,Đông Bắc,Quan_1,"hẻm ô tô đẹp, view sông thoáng, pháp lý rõ ràng, hồ bơi riêng.",65.23
2761,306.1,5,1,5.5,Tây,Huyen_Binh_Chanh,"nở hậu, hướng Tây đón gió, sân thượng rộng, sổ hồng riêng.",19.16
2762,50.0,4,2,5.0,Tây Bắc,Quan_Binh_Thanh,"nội thất cao cấp, hướng Tây Bắc đón gió, penthouse, pháp lý đầy đủ.",9.36
2763,218.9,4,5,8.4,Tây,Quan_6,"thang máy riêng, nội thất cao cấp, nhà mới hoàn thiện, phù hợp ở thực và đầu tư.",29.84
2764,194.3,3,5,5.9,Đông Bắc,Quan_Binh_Tan,"sổ hồng chính chủ, nội thất châu Âu, chủ cần tiền bán gấp, sổ đỏ chính chủ.",30.09
2765,101.8,6,1,6.7,Tây Bắc,Quan_7,"Bán gấp nhà mặt tiền, sổ đỏ chính chủ, gần trường học và chợ, pháp lý đầy đủ.",32.14
2766,312.0,3,3,7.0,Nam,Quan_10,"liên hệ xem nhà, thiết kế thoáng mát, gần trường học và chợ, vị trí đắc địa.",46.76
2767,99.7,7,1,9.7,Bắc,Quan_2,"liên hệ xem nhà, hướng Bắc đón gió, sân thượng rộng, sổ hồng riêng.",25.91
2768,145.9,6,2,2.8,Tây Bắc,Quan_Binh_Thanh,"Bán gấp nhà hẻm ô tô, nhà mới hoàn thiện, gần trường học và chợ, sổ đỏ chính chủ.",22.43
2769,316.8,3,1,3.1,Đông,Quan_Tan_Binh,"Nhà hẻm xe máy thông, diện tích rộng, gần bệnh viện, chủ cần tiền bán gấp, giá tốt đầu tư.",39.39
2770,174.0,3,1,6.0,Bắc,Quan_5,"Nhà villa mini, gần bệnh viện, phù hợp ở gia đình, sổ hồng riêng, view sông thoáng.",62.53
2771,195.0,5,2,5.9,Đông,Quan_6,"Nhà villa mini, thiết kế thoáng mát, phù hợp ở gia đình, sổ hồng chính chủ, penthouse.",34.86
2772,108.5,6,3,5.3,Tây,Quan_3,"Nhà mặt tiền, pháp lý rõ ràng, thang máy riêng, sổ hồng chính chủ.",61.09
2773,280.3,4,3,6.3,Đông Nam,Quan_Tan_Binh,"Nhà hẻm xe máy thông, sổ hồng chính chủ, hầm xe ô tô, sổ đỏ chính chủ.",49.73
2774,313.3,4,3,5.9,Tây Nam,Quan_12,"chủ cần tiền bán gấp, nội thất hiện đại, gần trục đường lớn, sổ hồng riêng.",26.54
2775,133.4,4,3,5.2,Đông,Quan_10,"Nhà mặt tiền, diện tích rộng, sổ đỏ chính chủ, sổ hồng chính chủ, giá tốt đầu tư.",41.62
2776,166.5,4,3,3.2,Tây Nam,Quan_5,"Nhà biệt thự, nhà mới hoàn thiện, phù hợp ở gia đình, sổ hồng chính chủ, liên hệ xem nhà.",98.47
2777,277.4,7,1,8.2,Nam,Quan_Tan_Binh,"an ninh 24/7, hướng Nam đón gió, penthouse, sổ hồng chính chủ.",35.45
2778,170.5,3,4,3.6,Tây,Quan_8,"Bán gấp nhà hẻm ô tô, gần trục đường lớn, nhà mới hoàn thiện, sổ đỏ chính chủ.",21.29
2779,145.3,4,4,5.8,Đông Nam,Quan_Thu_Duc,"Nhà phố thương mại, ở ngay, phù hợp ở gia đình, pháp lý đầy đủ, chủ cần tiền bán gấp.",20.81
2780,152.5,7,1,3.1,Tây Nam,Quan_8,"Nhà mặt tiền, diện tích rộng, pháp lý rõ ràng, khu compound, giá tốt đầu tư.",19.73
2781,112.8,6,4,2.8,Đông Nam,Quan_Binh_Tan,"chủ cần tiền bán gấp, hướng Đông Nam đón gió, liên hệ xem nhà, pháp lý đầy đủ.",11.0
2782,180.1,4,2,11.5,Đông Nam,Quan_Binh_Thanh,"nhà mới hoàn thiện, nội thất châu Âu, khu compound, sổ đỏ chính chủ.",44.08
