id,Dien_tich,So_phong,Vi_tri,Noi_dung_mo_ta,Gia_ty_vnd
386,39.5,7,Quan_3,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay.",13.6
387,52.5,5,Quan_2,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, nội thất cao cấp.",12.04
388,86.9,4,Quan_Thu_Duc,"Hẻm xe hơi rộng rãi, nở hậu, phong thủy tốt, gần tiện ích.",9.4
389,204.6,6,Quan_Phu_Nhuan,"Biệt thự sân vườn rộng, thiết kế châu Âu sang trọng, sổ hồng lâu dài, nội thất cao cấp.",58.7
390,93.7,5,Huyen_Hoc_Mon,"Nhà hẻm xe hơi thông thoáng, ô tô vào tận nhà, khu an ninh, sổ hồng chính chủ, nội thất cao cấp.",5.52
391,28.3,4,Quan_7,"Bán nhà hẻm xe hơi 5m, nở hậu, sổ hồng chính chủ.",6.38
392,270.5,4,Quan_1,"Bán nhà hẻm xe hơi 4m, ô tô vào nhà, khu yên tĩnh.",96.63
393,161.4,7,Quan_12,"Mặt tiền kinh doanh, kết hợp ở trên cho thuê dưới, thu nhập ổn định, sổ hồng chính chủ, nội thất cao cấp.",23.43
394,44.5,3,Quan_Binh_Thanh,"Bán nhà hẻm xe hơi 4m, ô tô vào nhà, khu yên tĩnh.",7.67
395,233.1,6,Quan_11,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay, sổ đỏ.",33.82
396,294.4,8,Quan_7,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay, sổ hồng chính chủ.",45.83
397,224.6,3,Quan_Thu_Duc,"Hẻm xe hơi đẹp, sổ hồng riêng, gần trường học và chợ, nội thất cao cấp.",25.55
398,55.4,5,Quan_2,"Nhà mặt tiền, thuận tiện buôn bán, nội thất cao cấp, sổ hồng, nở hậu.",19.2
399,71.5,2,Quan_5,"Mặt tiền đường rộng, ô tô vào tận nhà, sổ hồng chính chủ, nở hậu, nội thất cao cấp.",23.17
400,46.0,6,Quan_6,"Bán nhà hẻm xe hơi 4m, ô tô vào nhà, khu yên tĩnh, sổ hồng chính chủ, nội thất cao cấp.",7.2
401,206.8,5,Quan_Go_Vap,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay.",18.68
402,53.7,5,Quan_Go_Vap,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay, nở hậu, sổ hồng chính chủ.",6.05
403,158.7,1,Quan_12,"Nhà mặt tiền, thuận tiện buôn bán, nội thất cao cấp, sổ hồng.",20.25
404,121.1,2,Quan_4,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay, sổ hồng chính chủ.",15.1
405,152.2,7,Huyen_Nha_Be,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, sổ hồng chính chủ.",8.24
406,53.8,8,Huyen_Binh_Chanh,"Bán gấp nhà mặt tiền, hướng Đông Nam đón gió, nội thất hoàn thiện, nở hậu, sổ đỏ, nội thất cao cấp.",5.22
407,286.7,1,Quan_5,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, sổ hồng chính chủ.",49.0
408,296.0,7,Quan_11,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát.",40.68
409,232.5,6,Quan_1,"Villa cao cấp, sổ hồng lâu dài, vị trí trung tâm, đẳng cấp, nở hậu, nội thất cao cấp.",117.91
410,165.1,4,Quan_6,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, sổ hồng chính chủ.",14.81
411,219.1,3,Quan_Binh_Tan,"Mặt tiền kinh doanh, kết hợp ở trên cho thuê dưới, thu nhập ổn định, sổ đỏ, nội thất cao cấp.",24.62
412,266.9,7,Huyen_Binh_Chanh,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay, sổ hồng chính chủ.",10.86
413,192.6,6,Quan_2,"Biệt thự sân vườn rộng, thiết kế châu Âu sang trọng, sổ hồng lâu dài, nội thất cao cấp.",67.16
414,48.1,2,Quan_Thu_Duc,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay.",3.58
415,163.3,8,Quan_1,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay, nở hậu, sổ đỏ.",60.5
416,195.6,1,Quan_Binh_Tan,"Bán nhà hẻm xe hơi 5m, nở hậu, sổ hồng chính chủ, sổ đỏ, nội thất cao cấp.",17.07
417,29.2,2,Quan_10,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, nội thất cao cấp.",4.49
418,310.4,3,Quan_3,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, sổ hồng chính chủ.",75.19
419,247.9,2,Quan_10,"Nhà mặt phố kinh doanh, vỉa hè rộng 3m, tiện kinh doanh và ở, sổ hồng chính chủ, nội thất cao cấp.",71.25
420,102.5,7,Quan_Binh_Tan,"Bán gấp nhà mặt tiền, hướng Đông Nam đón gió, nội thất hoàn thiện, sổ đỏ, nội thất cao cấp.",13.35
421,205.1,5,Quan_Phu_Nhuan,"Hẻm xe hơi rộng rãi, nở hậu, phong thủy tốt, gần tiện ích, sổ đỏ.",42.1
422,117.4,1,Quan_6,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, nở hậu, sổ hồng chính chủ, nội thất cao cấp.",12.29
423,218.7,4,Huyen_Hoc_Mon,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, sổ đỏ, nội thất cao cấp.",8.79
424,230.2,5,Quan_4,"Nhà phố biệt lập, nội thất nhập khẩu, hầm xe 2 ô tô, sổ đỏ, nội thất cao cấp.",52.42
425,72.8,2,Quan_10,"Hẻm xe hơi đẹp, sổ hồng riêng, gần trường học và chợ.",13.37
426,77.6,8,Quan_Tan_Binh,"Bán gấp nhà mặt tiền, hướng Đông Nam đón gió, nội thất hoàn thiện, sổ hồng chính chủ, nội thất cao cấp.",17.32
427,239.6,8,Huyen_Nha_Be,"Biệt thự mini, nội thất cao cấp, hồ bơi riêng, an ninh 24/7, sổ hồng chính chủ.",20.58
428,26.1,8,Huyen_Nha_Be,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, nở hậu.",2.89
429,123.4,5,Quan_Binh_Thanh,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý.",17.52
430,77.1,1,Quan_7,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, sổ hồng chính chủ, nội thất cao cấp.",12.88
431,32.5,4,Quan_7,"Bán nhà hẻm xe hơi 4m, ô tô vào nhà, khu yên tĩnh, sổ hồng chính chủ.",7.29
432,144.6,4,Quan_2,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát.",33.52
433,217.9,8,Quan_Binh_Tan,"Bán nhà hẻm xe hơi 5m, nở hậu, sổ hồng chính chủ, sổ đỏ.",18.82
434,58.7,4,Quan_4,"Mặt tiền kinh doanh, kết hợp ở trên cho thuê dưới, thu nhập ổn định, sổ hồng chính chủ, nội thất cao cấp.",13.98
435,250.4,3,Quan_7,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay.",47.24
436,136.0,3,Huyen_Hoc_Mon,"Nhà mặt tiền, thuận tiện buôn bán, nội thất cao cấp, sổ hồng, nở hậu.",10.18
437,229.2,4,Quan_Binh_Tan,"Nhà mặt tiền, thuận tiện buôn bán, nội thất cao cấp, sổ hồng.",27.91
438,210.0,5,Quan_3,"Bán gấp nhà mặt tiền, hướng Đông Nam đón gió, nội thất hoàn thiện, nở hậu, sổ hồng chính chủ, nội thất cao cấp.",105.08
439,106.5,4,Quan_7,"Nhà mặt phố kinh doanh, vỉa hè rộng 3m, tiện kinh doanh và ở, sổ hồng chính chủ, nội thất cao cấp.",29.56
440,153.2,6,Quan_7,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát, nở hậu.",31.04
441,196.0,7,Huyen_Nha_Be,"Nhà phố biệt lập, nội thất nhập khẩu, hầm xe 2 ô tô, sổ đỏ, nội thất cao cấp.",12.85
442,46.7,8,Quan_8,"Bán gấp nhà mặt tiền, hướng Đông Nam đón gió, nội thất hoàn thiện, nở hậu, sổ hồng chính chủ, nội thất cao cấp.",9.84
443,124.1,1,Quan_7,"Nhà hẻm xe hơi thông thoáng, ô tô vào tận nhà, khu an ninh, sổ hồng chính chủ.",24.56
444,292.1,4,Huyen_Hoc_Mon,"Bán gấp nhà mặt tiền, hướng Đông Nam đón gió, nội thất hoàn thiện, nội thất cao cấp.",16.16
445,98.1,7,Quan_8,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, nở hậu, sổ hồng chính chủ.",10.9
446,181.7,8,Quan_Phu_Nhuan,"Hẻm xe hơi rộng rãi, nở hậu, phong thủy tốt, gần tiện ích, sổ hồng chính chủ.",44.24
447,29.7,5,Quan_3,"Bán gấp nhà mặt tiền, hướng Đông Nam đón gió, nội thất hoàn thiện, sổ hồng chính chủ, nội thất cao cấp.",12.95
448,209.9,1,Quan_Binh_Thanh,"Hẻm xe hơi đẹp, sổ hồng riêng, gần trường học và chợ, nở hậu, sổ đỏ.",36.01
449,208.0,6,Quan_3,"Bán nhà mặt tiền đường lớn, vị trí đắc địa kinh doanh sầm uất, nội thất cao cấp.",79.22
450,232.9,4,Huyen_Binh_Chanh,"Mặt tiền kinh doanh, kết hợp ở trên cho thuê dưới, thu nhập ổn định, sổ hồng chính chủ, nội thất cao cấp.",16.3
451,119.5,5,Quan_8,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay, sổ hồng chính chủ.",11.89
452,290.3,8,Huyen_Binh_Chanh,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, nở hậu.",12.75
453,57.3,5,Quan_3,"Nhà mặt tiền, thuận tiện buôn bán, nội thất cao cấp, sổ hồng, nở hậu.",25.59
454,148.9,1,Quan_Binh_Thanh,"Bán nhà hẻm xe hơi 4m, ô tô vào nhà, khu yên tĩnh, sổ đỏ.",25.49
455,200.0,8,Quan_Binh_Tan,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng.",15.4
456,307.1,3,Quan_Go_Vap,"Nhà hẻm xe hơi thông thoáng, ô tô vào tận nhà, khu an ninh.",33.69
457,62.3,5,Huyen_Nha_Be,"Bán nhà hẻm xe hơi 4m, ô tô vào nhà, khu yên tĩnh, nội thất cao cấp.",4.56
458,299.7,3,Quan_Tan_Binh,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay, sổ hồng chính chủ.",36.65
459,221.7,8,Huyen_Nha_Be,"Mặt tiền kinh doanh, kết hợp ở trên cho thuê dưới, thu nhập ổn định, nở hậu, sổ hồng chính chủ, nội thất cao cấp.",18.18
460,204.4,4,Quan_2,"Bán nhà hẻm xe hơi 4m, ô tô vào nhà, khu yên tĩnh, nở hậu, sổ đỏ.",58.82
461,118.7,1,Quan_Binh_Tan,"Hẻm xe hơi đẹp, sổ hồng riêng, gần trường học và chợ.",9.66
462,50.8,8,Huyen_Binh_Chanh,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, nở hậu, sổ hồng chính chủ.",3.78
463,165.0,6,Quan_11,"Villa cao cấp, sổ hồng lâu dài, vị trí trung tâm, đẳng cấp, nở hậu, nội thất cao cấp.",32.1
464,83.8,7,Quan_5,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, sổ đỏ.",13.44
465,113.5,8,Quan_10,"Mặt tiền kinh doanh, kết hợp ở trên cho thuê dưới, thu nhập ổn định, nở hậu, sổ đỏ, nội thất cao cấp.",35.03
466,244.9,8,Huyen_Hoc_Mon,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay, sổ hồng chính chủ, nội thất cao cấp.",10.23
467,284.1,3,Quan_Go_Vap,"Bán nhà hẻm xe hơi 5m, nở hậu, sổ hồng chính chủ.",31.43
468,250.6,3,Quan_6,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện.",22.73
469,28.8,5,Quan_5,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát, nội thất cao cấp.",7.05
470,274.6,2,Quan_Thu_Duc,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng, nở hậu, nội thất cao cấp.",27.15
471,75.8,5,Quan_12,"Nhà mặt tiền, thuận tiện buôn bán, nội thất cao cấp, sổ hồng, sổ đỏ.",11.06
472,228.8,2,Quan_Phu_Nhuan,"Bán nhà mặt tiền đường lớn, vị trí đắc địa kinh doanh sầm uất, nở hậu, nội thất cao cấp.",68.57
473,44.5,1,Quan_2,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng, sổ đỏ.",8.83
474,304.9,6,Quan_10,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay, sổ hồng chính chủ, nội thất cao cấp.",54.04
475,26.3,2,Huyen_Binh_Chanh,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện.",1.29
476,150.1,4,Quan_Tan_Binh,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, sổ hồng chính chủ.",19.35
477,170.6,7,Quan_12,"Villa cao cấp, sổ hồng lâu dài, vị trí trung tâm, đẳng cấp, nội thất cao cấp.",23.21
478,302.0,6,Quan_Binh_Tan,"Villa cao cấp, sổ hồng lâu dài, vị trí trung tâm, đẳng cấp, nở hậu, nội thất cao cấp.",35.1
479,243.7,3,Quan_4,"Nhà mặt phố kinh doanh, vỉa hè rộng 3m, tiện kinh doanh và ở, sổ đỏ, nội thất cao cấp.",51.46
480,200.1,7,Huyen_Nha_Be,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, nở hậu.",9.65
481,242.7,2,Quan_4,"Hẻm xe hơi đẹp, sổ hồng riêng, gần trường học và chợ.",42.75
482,258.9,4,Quan_Binh_Tan,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay, sổ hồng chính chủ.",18.42
483,138.2,6,Quan_4,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng, nở hậu.",21.8
484,192.8,8,Quan_4,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, sổ hồng chính chủ.",27.6
485,119.5,1,Quan_11,"Hẻm xe hơi rộng rãi, nở hậu, phong thủy tốt, gần tiện ích, sổ hồng chính chủ.",16.61
486,41.7,4,Quan_Binh_Thanh,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng, nội thất cao cấp.",6.33
487,192.6,7,Quan_Phu_Nhuan,"Villa cao cấp, sổ hồng lâu dài, vị trí trung tâm, đẳng cấp, nội thất cao cấp.",48.23
488,124.1,6,Quan_7,"Nhà mặt tiền, thuận tiện buôn bán, nội thất cao cấp, sổ hồng.",38.07
489,103.2,5,Quan_11,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay, sổ hồng chính chủ, nội thất cao cấp.",13.27
490,127.5,2,Quan_7,"Bán nhà hẻm xe hơi 4m, ô tô vào nhà, khu yên tĩnh, sổ đỏ.",25.47
491,78.3,1,Huyen_Binh_Chanh,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, sổ hồng chính chủ.",3.64
492,300.7,1,Quan_Phu_Nhuan,"Hẻm xe hơi đẹp, sổ hồng riêng, gần trường học và chợ, nở hậu.",71.87
493,103.7,5,Quan_Phu_Nhuan,"Nhà hẻm xe hơi thông thoáng, ô tô vào tận nhà, khu an ninh, sổ hồng chính chủ, nội thất cao cấp.",25.7
494,215.8,1,Quan_Phu_Nhuan,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay.",44.17
495,41.3,2,Quan_1,"Hẻm xe hơi rộng rãi, nở hậu, phong thủy tốt, gần tiện ích, sổ hồng chính chủ.",16.08
496,94.6,2,Quan_5,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát, nở hậu.",18.95
497,262.7,4,Quan_Tan_Binh,"Bán nhà hẻm xe hơi 4m, ô tô vào nhà, khu yên tĩnh, nở hậu, sổ hồng chính chủ.",48.15
498,186.0,8,Quan_12,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý.",15.12
499,228.8,4,Quan_2,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay.",49.52
500,298.6,5,Quan_Tan_Binh,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, sổ hồng chính chủ, nội thất cao cấp.",41.82
501,267.8,8,Quan_3,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện.",59.67
502,242.6,8,Huyen_Binh_Chanh,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, sổ hồng chính chủ.",9.96
503,98.6,3,Quan_6,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng, sổ đỏ.",9.04
504,83.6,7,Quan_11,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, sổ hồng chính chủ.",12.57
505,312.4,4,Quan_3,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát.",67.45
506,153.4,8,Quan_Thu_Duc,"Hẻm xe hơi đẹp, sổ hồng riêng, gần trường học và chợ.",16.51
507,88.6,5,Huyen_Hoc_Mon,"Hẻm xe hơi đẹp, sổ hồng riêng, gần trường học và chợ, nội thất cao cấp.",5.18
508,28.0,3,Quan_3,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, nở hậu, sổ hồng chính chủ.",7.56
509,163.9,6,Quan_8,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng, nội thất cao cấp.",16.44
510,37.1,3,Huyen_Binh_Chanh,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay, nở hậu.",2.09
511,282.1,5,Quan_Binh_Tan,"Hẻm xe hơi đẹp, sổ hồng riêng, gần trường học và chợ.",24.13
512,250.3,3,Quan_Binh_Tan,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát, nở hậu, sổ đỏ, nội thất cao cấp.",19.9
513,37.0,6,Quan_Binh_Tan,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát, nở hậu.",3.19
514,267.7,4,Quan_Thu_Duc,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, sổ hồng chính chủ.",19.95
515,226.0,2,Quan_11,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, nở hậu, nội thất cao cấp.",29.54
516,218.6,8,Quan_2,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, nở hậu, nội thất cao cấp.",55.71
517,142.7,3,Quan_3,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, nở hậu, sổ hồng chính chủ.",37.66
518,261.3,5,Quan_Binh_Tan,"Bán nhà hẻm xe hơi 4m, ô tô vào nhà, khu yên tĩnh, sổ hồng chính chủ.",23.68
519,264.2,3,Quan_Phu_Nhuan,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát.",46.39
520,49.8,8,Quan_Thu_Duc,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng, nở hậu, nội thất cao cấp.",5.24
521,175.6,7,Quan_4,"Nhà phố biệt lập, nội thất nhập khẩu, hầm xe 2 ô tô, nở hậu, nội thất cao cấp.",40.03
522,273.7,1,Quan_6,"Nhà mặt phố kinh doanh, vỉa hè rộng 3m, tiện kinh doanh và ở, sổ đỏ, nội thất cao cấp.",43.04
523,87.3,2,Quan_6,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, nội thất cao cấp.",8.53
524,239.1,5,Huyen_Hoc_Mon,"Nhà hẻm xe hơi thông thoáng, ô tô vào tận nhà, khu an ninh.",10.52
525,278.4,4,Quan_7,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay.",55.89
526,59.4,3,Quan_1,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát, nở hậu.",17.18
527,313.9,8,Quan_Phu_Nhuan,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay, sổ hồng chính chủ.",60.71
528,235.7,1,Quan_8,"Bán nhà hẻm xe hơi 4m, ô tô vào nhà, khu yên tĩnh, sổ hồng chính chủ.",25.04
529,31.1,5,Quan_Phu_Nhuan,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, sổ hồng chính chủ.",6.55
530,285.5,7,Quan_5,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay.",43.84
531,63.1,4,Quan_Binh_Tan,"Nhà mặt phố kinh doanh, vỉa hè rộng 3m, tiện kinh doanh và ở, sổ hồng chính chủ, nội thất cao cấp.",7.71
532,224.7,3,Quan_Binh_Thanh,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay, nở hậu, sổ hồng chính chủ.",34.33
533,252.2,5,Quan_2,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, nở hậu, sổ hồng chính chủ, nội thất cao cấp.",75.25
534,268.0,1,Quan_4,"Hẻm xe hơi rộng rãi, nở hậu, phong thủy tốt, gần tiện ích, sổ hồng chính chủ.",45.46
535,123.7,3,Quan_Binh_Thanh,"Bán nhà mặt tiền đường lớn, vị trí đắc địa kinh doanh sầm uất, sổ hồng chính chủ, nội thất cao cấp.",26.97
536,236.0,7,Quan_Binh_Thanh,"Bán nhà hẻm xe hơi 4m, ô tô vào nhà, khu yên tĩnh, nở hậu, sổ đỏ.",45.97
537,303.4,8,Quan_Binh_Thanh,"Biệt thự mini, nội thất cao cấp, hồ bơi riêng, an ninh 24/7, sổ hồng chính chủ.",59.39
538,219.8,3,Quan_2,"Hẻm xe hơi đẹp, sổ hồng riêng, gần trường học và chợ.",57.85
539,237.9,6,Quan_11,"Nhà mặt tiền, thuận tiện buôn bán, nội thất cao cấp, sổ hồng.",50.84
540,230.8,7,Quan_Go_Vap,"Nhà hẻm xe hơi thông thoáng, ô tô vào tận nhà, khu an ninh, sổ hồng chính chủ.",26.34
541,178.8,3,Quan_11,"Mặt tiền đường rộng, ô tô vào tận nhà, sổ hồng chính chủ, nở hậu, nội thất cao cấp.",37.01
542,129.6,1,Quan_Thu_Duc,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng, nội thất cao cấp.",13.57
543,274.1,4,Huyen_Binh_Chanh,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay.",13.39
544,267.7,6,Quan_7,"Bán nhà mặt tiền đường lớn, vị trí đắc địa kinh doanh sầm uất, sổ hồng chính chủ, nội thất cao cấp.",73.31
545,143.8,7,Quan_Thu_Duc,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện.",12.55
546,168.0,8,Quan_5,"Biệt thự sân vườn rộng, thiết kế châu Âu sang trọng, sổ hồng lâu dài, nở hậu, nội thất cao cấp.",49.84
547,202.5,7,Quan_4,"Biệt thự phong cách Địa Trung Hải, nở hậu sinh tài lộc, nội thất cao cấp, sổ hồng chính chủ.",43.48
548,66.9,7,Quan_5,"Mặt tiền kinh doanh, kết hợp ở trên cho thuê dưới, thu nhập ổn định, nở hậu, nội thất cao cấp.",21.37
549,116.4,8,Huyen_Nha_Be,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát.",6.57
550,51.3,7,Quan_12,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, nở hậu, sổ hồng chính chủ.",6.4
551,190.5,2,Quan_11,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay.",27.62
552,219.2,3,Quan_4,"Hẻm ô tô, sổ hồng chính chủ, nội thất đầy đủ, ở ngay.",37.65
553,170.0,1,Quan_2,"Bán nhà hẻm xe hơi 5m, nở hậu, sổ hồng chính chủ.",40.7
554,251.6,3,Quan_10,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, sổ hồng chính chủ.",38.29
555,101.1,2,Quan_12,"Nhà mặt tiền, thuận tiện buôn bán, nội thất cao cấp, sổ hồng.",12.81
556,188.2,2,Quan_Go_Vap,"Bán nhà hẻm, sổ đỏ chính chủ, nhà mới sơn, ở ngay, sổ hồng chính chủ.",18.0
557,192.6,8,Quan_11,"Nhà phố biệt lập, nội thất nhập khẩu, hầm xe 2 ô tô, sổ đỏ, nội thất cao cấp.",36.69
558,158.3,1,Huyen_Binh_Chanh,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, nở hậu, nội thất cao cấp.",7.4
559,197.6,5,Quan_7,"Villa cao cấp, sổ hồng lâu dài, vị trí trung tâm, đẳng cấp, nội thất cao cấp.",56.68
560,87.2,6,Quan_Phu_Nhuan,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện.",15.69
561,121.9,3,Huyen_Hoc_Mon,"Bán nhà hẻm xe hơi 4m, ô tô vào nhà, khu yên tĩnh, sổ hồng chính chủ.",5.74
562,257.3,2,Quan_3,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, nở hậu, sổ đỏ.",70.53
563,61.8,6,Quan_1,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, nở hậu, sổ hồng chính chủ.",20.42
564,314.1,6,Quan_8,"Biệt thự phong cách Địa Trung Hải, nở hậu sinh tài lộc, nội thất cao cấp, sổ hồng chính chủ.",45.34
565,172.6,3,Huyen_Nha_Be,"Nhà hẻm nhỏ, tiện đi lại, sổ đỏ chính chủ, giá hợp lý, sổ hồng chính chủ.",8.72
566,284.9,5,Quan_8,"Biệt thự phong cách Địa Trung Hải, nở hậu sinh tài lộc, nội thất cao cấp.",36.57
567,214.1,1,Quan_Phu_Nhuan,"Bán nhà hẻm xe hơi 4m, ô tô vào nhà, khu yên tĩnh, nở hậu, sổ đỏ.",43.87
568,295.9,8,Quan_10,"Hẻm xe hơi rộng rãi, nở hậu, phong thủy tốt, gần tiện ích.",52.8
569,122.1,2,Quan_6,"Hẻm xe hơi rộng rãi, nở hậu, phong thủy tốt, gần tiện ích, sổ hồng chính chủ.",15.85
570,270.6,6,Quan_12,"Bán nhà hẻm xe hơi 4m, ô tô vào nhà, khu yên tĩnh, sổ hồng chính chủ, nội thất cao cấp.",27.42
571,255.9,1,Quan_3,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, sổ hồng chính chủ, nội thất cao cấp.",64.03
572,93.8,1,Quan_Phu_Nhuan,"Nhà hẻm thông thoáng, an ninh tốt, gần chợ và bệnh viện, sổ hồng chính chủ, nội thất cao cấp.",17.91
573,28.6,2,Quan_4,"Hẻm xe máy thông, gần chợ, trường học, giá tốt đầu tư, sổ đỏ.",4.04
574,42.8,5,Quan_2,"Hẻm ba gác, gần trục đường lớn, sổ hồng, thiết kế thoáng mát, sổ đỏ.",8.79
575,311.2,3,Quan_Binh_Thanh,"Bán nhà mặt tiền đường lớn, vị trí đắc địa kinh doanh sầm uất, sổ hồng chính chủ, nội thất cao cấp.",72.91
576,80.9,8,Quan_12,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng.",7.42
577,171.3,1,Quan_2,"Nhà trong hẻm, yên tĩnh, phù hợp ở gia đình, sổ hồng, nở hậu.",38.34
